PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, Cjump=0.5, I=0.0, L=1.0, Ljump=2.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=True, d=6, eps=1e-08, maxIter=90, n=20, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='no_precond')

###### no preconditioning (PIVMGS) ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"     "new Krylov vector rank"    "solution rank"
# TT-PIVMGS:    ortho max err 7.276038856296376e-05 , max. rank: 80
# TT-PIVMGS:    ortho 2 pivot 20 dot -7.276038856296376e-05
# TT-PIVMGS:    ortho max err 6.330843716969214e-05 , max. rank: 80
55 1.1165695993386427e-06 1.1169288885253974e-06 78 80 52
# TT-PIVMGS:    ortho 0 pivot 55 dot 0.8185056836223513
# TT-PIVMGS:    ortho 0 pivot 54 dot 0.7093390809461484
# TT-PIVMGS:    ortho max err 0.00014208953153799914 , max. rank: 82
# TT-PIVMGS:    ortho 1 pivot 53 dot 0.00014208953153799914
# TT-PIVMGS:    ortho 1 pivot 25 dot -0.00011336701648017884
# TT-PIVMGS:    ortho 1 pivot 27 dot -9.922300937993938e-05
# TT-PIVMGS:    ortho 1 pivot 45 dot 9.008984748700224e-05
# TT-PIVMGS:    ortho 1 pivot 35 dot -8.516070941179052e-05
# TT-PIVMGS:    ortho max err 7.328063910749805e-05 , max. rank: 82
56 9.786809505708555e-07 9.785867943297686e-07 80 82 53
# TT-PIVMGS:    ortho 0 pivot 56 dot 0.8184118096728782
# TT-PIVMGS:    ortho 0 pivot 55 dot 0.7062913795697947
# TT-PIVMGS:    ortho max err 0.00014692965981441541 , max. rank: 83
# TT-PIVMGS:    ortho 1 pivot 51 dot 0.00014692965981441541
# TT-PIVMGS:    ortho 1 pivot 53 dot 0.0001395498116005707
# TT-PIVMGS:    ortho 1 pivot 54 dot 0.000137709943910342
# TT-PIVMGS:    ortho 1 pivot 38 dot -0.00012859049376310206
# TT-PIVMGS:    ortho 1 pivot 50 dot -0.00011572941938886323
# TT-PIVMGS:    ortho 1 pivot 27 dot 0.00011566063468900888
# TT-PIVMGS:    ortho 1 pivot 40 dot -0.00010593395714503673
# TT-PIVMGS:    ortho 1 pivot 41 dot 9.732136051545867e-05
# TT-PIVMGS:    ortho 1 pivot 39 dot 9.715083860862596e-05
# TT-PIVMGS:    ortho max err 9.302980634060595e-05 , max. rank: 83
57 8.587324195252072e-07 8.589180289071362e-07 79 83 53
# TT-PIVMGS:    ortho 0 pivot 57 dot 0.8188565582800218
# TT-PIVMGS:    ortho 0 pivot 56 dot 0.7032750613911233
# TT-PIVMGS:    ortho max err 0.00015417136095497233 , max. rank: 83
# TT-PIVMGS:    ortho 1 pivot 46 dot -0.00015417136095497233
# TT-PIVMGS:    ortho 1 pivot 55 dot 0.00013484441209151918
# TT-PIVMGS:    ortho 1 pivot 30 dot 0.00011471293486094245
# TT-PIVMGS:    ortho max err 9.824697557127976e-05 , max. rank: 83
58 7.540850489134736e-07 7.547124563223021e-07 79 83 54
# TT-PIVMGS:    ortho 0 pivot 58 dot 0.8196311320900054
# TT-PIVMGS:    ortho 0 pivot 57 dot 0.7050179862237805
# TT-PIVMGS:    ortho max err 0.00015144259874821757 , max. rank: 86
# TT-PIVMGS:    ortho 1 pivot 23 dot 0.00015144259874821757
# TT-PIVMGS:    ortho 1 pivot 56 dot 0.00014010730251842046
# TT-PIVMGS:    ortho max err 0.0001223088188024423 , max. rank: 86
59 6.617393996479676e-07 6.624776954026313e-07 81 86 52
# TT-PIVMGS:    ortho 0 pivot 59 dot 0.8195477918490006
# TT-PIVMGS:    ortho 0 pivot 58 dot 0.7098040863329069
# TT-PIVMGS:    ortho max err 0.000204080622501681 , max. rank: 85
# TT-PIVMGS:    ortho 1 pivot 53 dot -0.000204080622501681
# TT-PIVMGS:    ortho 1 pivot 26 dot 0.0001931080650330562
# TT-PIVMGS:    ortho 1 pivot 27 dot -0.0001753267474534732
# TT-PIVMGS:    ortho 1 pivot 25 dot -0.00016298658394793813
# TT-PIVMGS:    ortho 1 pivot 57 dot 0.00015172472929937675
# TT-PIVMGS:    ortho 1 pivot 29 dot -0.00014298319085405235
# TT-PIVMGS:    ortho 1 pivot 51 dot -0.00014171141955334442
# TT-PIVMGS:    ortho max err 0.0001385919464715439 , max. rank: 84
60 5.796918932450309e-07 5.798912368183271e-07 81 84 51
# TT-PIVMGS:    ortho 0 pivot 60 dot 0.819019439586997
# TT-PIVMGS:    ortho 0 pivot 59 dot 0.7105854718153912
# TT-PIVMGS:    ortho max err 0.00019988071062776447 , max. rank: 87
# TT-PIVMGS:    ortho 1 pivot 33 dot 0.00019988071062776447
# TT-PIVMGS:    ortho 1 pivot 29 dot 0.00018034355739202958
# TT-PIVMGS:    ortho 1 pivot 57 dot 0.00017788321833077728
# TT-PIVMGS:    ortho 1 pivot 55 dot 0.00017224673933971535
# TT-PIVMGS:    ortho max err 0.00015671654365661744 , max. rank: 86
61 5.070506643708478e-07 5.075052945393125e-07 80 86 51
# TT-PIVMGS:    ortho 0 pivot 61 dot 0.8190409988392037
# TT-PIVMGS:    ortho 0 pivot 60 dot 0.7080575848996011
# TT-PIVMGS:    ortho 0 pivot 36 dot 0.00016126719448280105
# TT-PIVMGS:    ortho max err 0.0003143350542106488 , max. rank: 87
# TT-PIVMGS:    ortho 1 pivot 59 dot 0.0003143350542106488
# TT-PIVMGS:    ortho 1 pivot 51 dot 0.00024263624168470097
# TT-PIVMGS:    ortho 1 pivot 38 dot 0.00020622776783416237
# TT-PIVMGS:    ortho 1 pivot 49 dot 0.00019598272976645553
# TT-PIVMGS:    ortho 1 pivot 42 dot 0.00018772929726470176
# TT-PIVMGS:    ortho max err 0.00015633491436491256 , max. rank: 87
62 4.4297097945757483e-07 4.434537873133569e-07 79 87 51
# TT-PIVMGS:    ortho 0 pivot 62 dot 0.8194716147625376
# TT-PIVMGS:    ortho 0 pivot 61 dot 0.7074033264883175
# TT-PIVMGS:    ortho max err 0.00022044908194750234 , max. rank: 88
# TT-PIVMGS:    ortho 1 pivot 15 dot 0.00022044908194750234
# TT-PIVMGS:    ortho max err 0.00019556229558093758 , max. rank: 88
63 3.8639740661767155e-07 3.869768755673298e-07 78 88 51
# TT-PIVMGS:    ortho 0 pivot 63 dot 0.8197579437853555
# TT-PIVMGS:    ortho 0 pivot 62 dot 0.7072997071321799
# TT-PIVMGS:    ortho max err 0.0003118390939820803 , max. rank: 88
# TT-PIVMGS:    ortho 1 pivot 61 dot 0.0003118390939820803
# TT-PIVMGS:    ortho 1 pivot 57 dot -0.00027943608321958453
# TT-PIVMGS:    ortho max err 0.000227804134556411 , max. rank: 88
64 3.3634403113913423e-07 3.3679353594501687e-07 82 88 49
# TT-PIVMGS:    ortho 0 pivot 64 dot 0.8196328056137201
# TT-PIVMGS:    ortho 0 pivot 63 dot 0.7065045419031812
# TT-PIVMGS:    ortho max err 0.0003624635410350674 , max. rank: 88
# TT-PIVMGS:    ortho 1 pivot 48 dot -0.0003624635410350674
# TT-PIVMGS:    ortho 1 pivot 50 dot -0.00032518245790671193
# TT-PIVMGS:    ortho 1 pivot 46 dot -0.00027627166932370564
# TT-PIVMGS:    ortho max err 0.0002740869552737284 , max. rank: 87
65 2.92193210749559e-07 2.9286178725183863e-07 79 87 50
# TT-PIVMGS:    ortho 0 pivot 65 dot 0.8196421336454309
# TT-PIVMGS:    ortho 0 pivot 64 dot 0.7043632770871356
# TT-PIVMGS:    ortho 0 pivot 52 dot -0.00029119499070748636
# TT-PIVMGS:    ortho 0 pivot 53 dot -0.00013249674799194113
# TT-PIVMGS:    ortho max err 0.00035475135552091343 , max. rank: 90
# TT-PIVMGS:    ortho 1 pivot 35 dot -0.00035475135552091343
# TT-PIVMGS:    ortho 1 pivot 38 dot -0.0003477023510471376
# TT-PIVMGS:    ortho max err 0.0003143065438863772 , max. rank: 90
66 2.534162448643031e-07 2.5440120490187587e-07 78 90 49
# TT-PIVMGS:    ortho 0 pivot 66 dot 0.8200595099721573
# TT-PIVMGS:    ortho 0 pivot 65 dot 0.7045414430630591
# TT-PIVMGS:    ortho max err 0.0004675969697501142 , max. rank: 91
# TT-PIVMGS:    ortho 1 pivot 64 dot 0.0004675969697501142
# TT-PIVMGS:    ortho 1 pivot 59 dot 0.0003983147952241594
# TT-PIVMGS:    ortho 1 pivot 25 dot 0.0003724397156092316
# TT-PIVMGS:    ortho 1 pivot 32 dot -0.0003703978279268557
# TT-PIVMGS:    ortho max err 0.00034952841113724143 , max. rank: 90
67 2.1932460491014742e-07 2.200403666274406e-07 78 90 47
# TT-PIVMGS:    ortho 0 pivot 67 dot 0.8202331918549646
# TT-PIVMGS:    ortho 0 pivot 66 dot 0.7065831824049239
# TT-PIVMGS:    ortho max err 0.0004281250896474571 , max. rank: 92
# TT-PIVMGS:    ortho 1 pivot 51 dot 0.0004281250896474571
# TT-PIVMGS:    ortho max err 0.0003981524396510956 , max. rank: 92
68 1.8931555668259688e-07 1.8987645727078088e-07 79 92 47
# TT-PIVMGS:    ortho 0 pivot 68 dot 0.8201753330882384
# TT-PIVMGS:    ortho 0 pivot 67 dot 0.7083519866189639
# TT-PIVMGS:    ortho max err 0.0005131446418242423 , max. rank: 95
# TT-PIVMGS:    ortho 1 pivot 13 dot -0.0005131446418242423
# TT-PIVMGS:    ortho max err 0.00048224955054965504 , max. rank: 95
69 1.62943613585888e-07 1.6378878382221342e-07 78 95 46
# TT-PIVMGS:    ortho 0 pivot 69 dot 0.8202086286786434
# TT-PIVMGS:    ortho 0 pivot 68 dot 0.7089841567180302
# TT-PIVMGS:    ortho max err 0.0005742509991690809 , max. rank: 97
# TT-PIVMGS:    ortho 1 pivot 64 dot 0.0005742509991690809
# TT-PIVMGS:    ortho max err 0.0005121709829222151 , max. rank: 97
70 1.3984368230838522e-07 1.408124671861128e-07 80 97 46
# TT-PIVMGS:    ortho 0 pivot 70 dot 0.8202759694011363
# TT-PIVMGS:    ortho 0 pivot 69 dot 0.7085485951973198
# TT-PIVMGS:    ortho max err 0.0007166042229776962 , max. rank: 100
# TT-PIVMGS:    ortho 1 pivot 35 dot 0.0007166042229776962
# TT-PIVMGS:    ortho 1 pivot 68 dot 0.0006874202390209014
# TT-PIVMGS:    ortho max err 0.0005973098735129816 , max. rank: 100
71 1.1966968730136637e-07 1.2075343500930925e-07 80 100 46
# TT-PIVMGS:    ortho 0 pivot 71 dot 0.8202301241226699
# TT-PIVMGS:    ortho 0 pivot 70 dot 0.707622747020957
# TT-PIVMGS:    ortho max err 0.0006232740762580284 , max. rank: 100
72 1.0215706982451956e-07 1.0353763007516465e-07 83 100 45
# TT-PIVMGS:    ortho 0 pivot 72 dot 0.8201405384367451
# TT-PIVMGS:    ortho 0 pivot 71 dot 0.7070834866139999
# TT-PIVMGS:    ortho max err 0.0007430763756255121 , max. rank: 104
73 8.705252852245984e-08 8.802252198329158e-08 80 104 44
# TT-PIVMGS:    ortho 0 pivot 73 dot 0.8202305209183531
# TT-PIVMGS:    ortho 0 pivot 72 dot 0.7067000449752472
# TT-PIVMGS:    ortho max err 0.0006388674735601646 , max. rank: 103
74 7.40772531668637e-08 7.595429831878951e-08 86 103 44
# TT-PIVMGS:    ortho 0 pivot 74 dot 0.8206038469213093
# TT-PIVMGS:    ortho 0 pivot 73 dot 0.7072231247471992
# TT-PIVMGS:    ortho max err 0.0007478671241555556 , max. rank: 107
75 6.292136810639211e-08 6.542329069945325e-08 81 107 44
# TT-PIVMGS:    ortho 0 pivot 75 dot 0.8208099831851915
# TT-PIVMGS:    ortho 0 pivot 74 dot 0.7088166034646887
# TT-PIVMGS:    ortho max err 0.0009034180048147367 , max. rank: 105
76 5.331440443878809e-08 5.604341160938788e-08 86 105 43
# TT-PIVMGS:    ortho 0 pivot 76 dot 0.8205888249944975
# TT-PIVMGS:    ortho 0 pivot 75 dot 0.7086026632281084
# TT-PIVMGS:    ortho max err 0.0013737167718986913 , max. rank: 113
77 4.507606768110152e-08 4.815409490194994e-08 79 113 43
# TT-PIVMGS:    ortho 0 pivot 77 dot 0.8206741089904239
# TT-PIVMGS:    ortho 0 pivot 76 dot 0.7067292110397094
# TT-PIVMGS:    ortho max err 0.001530091960386705 , max. rank: 107
78 3.804283873384951e-08 4.175673158617357e-08 88 107 42
# TT-PIVMGS:    ortho 0 pivot 78 dot 0.8210177631702408
# TT-PIVMGS:    ortho 0 pivot 77 dot 0.7058900726741056
# TT-PIVMGS:    ortho max err 0.0017427146995813367 , max. rank: 117
79 3.204397325904923e-08 3.6568210936403256e-08 80 117 41
# TT-PIVMGS:    ortho 0 pivot 79 dot 0.8213829806653736
# TT-PIVMGS:    ortho 0 pivot 78 dot 0.706147863882743
# TT-PIVMGS:    ortho max err 0.0021454925522680045 , max. rank: 113
80 2.6920830407285174e-08 3.21697984499195e-08 88 113 41
# TT-PIVMGS:    ortho 0 pivot 80 dot 0.8217209504453009
# TT-PIVMGS:    ortho 0 pivot 79 dot 0.7071253083173457
# TT-PIVMGS:    ortho max err 0.0027514564669550556 , max. rank: 123
81 2.2538368229452958e-08 2.8130962682235468e-08 81 123 39
# TT-PIVMGS:    ortho 0 pivot 81 dot 0.8219765690786935
# TT-PIVMGS:    ortho 0 pivot 80 dot 0.7080566769827514
# TT-PIVMGS:    ortho max err 0.003101291680633054 , max. rank: 117
82 1.8789730231363176e-08 2.5460005120160503e-08 93 117 38
# TT-PIVMGS:    ortho 0 pivot 82 dot 0.8218412362847094
# TT-PIVMGS:    ortho 0 pivot 81 dot 0.7075068228792167
# TT-PIVMGS:    ortho max err 0.003911704890956199 , max. rank: 128
83 1.5603918256166198e-08 2.3035122440665595e-08 84 128 36
# TT-PIVMGS:    ortho 0 pivot 83 dot 0.8218980058332502
# TT-PIVMGS:    ortho 0 pivot 82 dot 0.7060772923959696
# TT-PIVMGS:    ortho max err 0.005197498374284009 , max. rank: 120
84 1.291630372301239e-08 2.1599412684884946e-08 93 120 34
# TT-PIVMGS:    ortho 0 pivot 84 dot 0.8217311228601887
# TT-PIVMGS:    ortho 0 pivot 83 dot 0.706449962977083
# TT-PIVMGS:    ortho max err 0.006017579852259468 , max. rank: 130
85 1.0666707149923103e-08 2.03116252448896e-08 84 130 32
# TT-PIVMGS:    ortho 0 pivot 85 dot 0.8213883817654459
# TT-PIVMGS:    ortho 0 pivot 84 dot 0.7070520129363805
# TT-PIVMGS:    ortho max err 0.007152912689774166 , max. rank: 124
86 8.799530508776157e-09 1.9554688617234505e-08 94 124 31
# Checked resulting residual norm: 1.95846e-08

INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[1;34m[likwid-pin] Main PID -> hwthread 1 - OK[0m
